,0
0,0.0436066345135866
1,0.04739808345860929
2,0.05118953240363197
3,0.05498098134865466
4,0.05877243029367735
5,0.06256387923870003
6,0.06635532818372272
7,0.06975950806611964
8,0.07293357331030022
9,0.07610763855448079
10,0.07928170379866137
11,0.08245576904284195
12,0.08562983428702252
13,0.0888038995312031
14,0.09197796477538367
15,0.09515203001956425
16,0.09832609526374483
17,0.1015001605079254
18,0.10530569375521713
19,0.10962057273460869
20,0.11393545171400027
21,0.11825033069339182
22,0.12256520967278339
23,0.12688008865217493
24,0.1311949676315665
25,0.13550984661095805
26,0.1398247255903496
27,0.14413960456974118
28,0.14845448354913274
29,0.152648702138908
30,0.1567775583926866
31,0.16090641464646518
32,0.16503527090024378
33,0.16916412715402238
34,0.17329298340780097
35,0.17742183966157957
36,0.18155069591535816
37,0.18567955216913676
38,0.19208482239188643
39,0.19929136897595612
40,0.20649791556002584
41,0.21370446214409555
42,0.22091100872816527
43,0.228117555312235
44,0.23532410189630476
45,0.24253064848037442
46,0.24973719506444414
47,0.25531680600650297
48,0.26042849463430634
49,0.2655401832621098
50,0.27065187188991324
51,0.2757635605177166
52,0.28087524914552003
53,0.2859869377733235
54,0.29109862640112694
55,0.2973802198418149
56,0.3050615544167363
57,0.3127428889916578
58,0.32042422356657924
59,0.3281055581415006
60,0.33578689271642204
61,0.34346822729134346
62,0.3511495618662649
63,0.35883089644118626
64,0.36604779736048837
65,0.3732561618805022
66,0.380464526400516
67,0.3876728909205298
68,0.3948812554405437
69,0.40208961996055753
70,0.4092979844805713
71,0.41650634900058514
72,0.423714713520599
73,0.4338584512765722
74,0.44595776065313153
75,0.45805707002969104
76,0.47015637940625055
77,0.48225568878281
78,0.4943549981593694
79,0.5064543075359289
80,0.5166828309552656
81,0.5260459311405085
82,0.5354090313257516
83,0.5447721315109946
84,0.5541352316962376
85,0.5634983318814805
86,0.5728614320667236
87,0.5822245322519666
88,0.5915876324372096
89,0.6009507326224526
90,0.6103138328076956
91,0.6196769329929386
92,0.6290400331781816
93,0.6431871516161335
94,0.6668844067216019
95,0.6905816618270704
96,0.7142789169325383
97,0.7379761720380068
98,0.7616734271434753
99,0.7853706822489438
100,0.8090679373544123
101,0.8327651924598808
102,0.8564624475653487
103,0.8801597026708172
104,0.9038569577762856
105,0.9135850087336215
106,0.9228241620039975
107,0.9320633152743736
108,0.9413024685447496
109,0.9505416218151258
110,0.9597807750855016
111,0.9690199283558777
112,0.9782590816262537
113,0.9874982348966298
114,0.996737388167006
115,1.0
116,1.0
117,1.0
118,0.9947822390513366
119,0.9623454542119685
120,0.9299086693726004
121,0.8974718845332325
122,0.8650350996938644
123,0.8325983148544963
124,0.8001615300151284
125,0.7660077976541073
126,0.7278718576913046
127,0.689735917728502
128,0.6515999777656993
129,0.6134640378028967
130,0.5753280978400941
131,0.5371921578772914
132,0.49905621791448956
133,0.4609202779516869
134,0.42278433798888426
135,0.4100158339490735
136,0.3997762654965938
137,0.3895366970441141
138,0.3792971285916344
139,0.3690575601391547
140,0.3588179916866752
141,0.3485784232341955
142,0.3383388547817158
143,0.33674979732281063
144,0.3361359081851336
145,0.3355220190474566
146,0.3349081299097796
147,0.3342942407721026
148,0.3336803516344256
149,0.3330664624967486
150,0.332487671477497
151,0.3333916382396569
152,0.3342956050018167
153,0.3351995717639766
154,0.33610353852613645
155,0.33700750528829626
156,0.3379114720504561
157,0.33881543881261594
158,0.33971940557477576
159,0.3406233723369356
160,0.3482099980960679
161,0.361566639287557
162,0.37492328047904583
163,0.38827992167053493
164,0.4016365628620241
165,0.4149932040535132
166,0.4283498452450023
167,0.4417064864364914
168,0.45526275205389005
169,0.4702278862280163
170,0.4851930204021423
171,0.5001581545762686
172,0.5151232887503948
173,0.5300884229245211
174,0.5450535570986473
175,0.5600186912727736
176,0.5749838254468999
177,0.5899489596210259
178,0.604914093795152
179,0.6198792279692784
180,0.6348443621434047
181,0.6455270889420921
182,0.6222081982720616
183,0.5988893076020312
184,0.5755704169320007
185,0.5522515262619707
186,0.5289326355919403
187,0.5056137449219098
188,0.48229485425187935
189,0.46030477246986523
190,0.45340280157896035
191,0.4465008306880554
192,0.4395988597971508
193,0.4326968889062459
194,0.425794918015341
195,0.41889294712443603
196,0.41199097623353115
197,0.4050890053426262
198,0.3981870344517213
199,0.3912850635608164
200,0.38438309266991144
201,0.37748112177900656
202,0.3695675519001762
203,0.3592360178252227
204,0.3489044837502696
205,0.33857294967531604
206,0.3282414156003625
207,0.317909881525409
208,0.3075783474504555
209,0.29724681337550196
210,0.2883071216935957
211,0.2823053555559241
212,0.27630358941825256
213,0.270301823280581
214,0.2643000571429095
215,0.25829829100523793
216,0.25460337174127995
217,0.2527712537071099
218,0.25093913567293985
219,0.24910701763876988
220,0.24727489960459983
221,0.2454427815704298
222,0.24361066353625976
223,0.24177854550208971
224,0.23994642746791967
225,0.23811430943374964
226,0.2362821913995796
227,0.23445007336540957
228,0.23261795533123952
229,0.22974619518016182
230,0.22580834201256594
231,0.22187048884497007
232,0.2179326356773742
233,0.21399478250977833
234,0.21005692934218262
235,0.20611907617458675
236,0.20218122300699087
237,0.1993736707263064
238,0.1966395673066721
239,0.19390546388703775
240,0.19117136046740343
