,0
0,0.1047153193285874
1,0.1256269374674325
2,0.1465385556062776
3,0.1674501737451227
4,0.1883617918839678
5,0.20927341002281288
6,0.23018502816165798
7,0.2510665704972566
8,0.2718819872654433
9,0.29269740403363015
10,0.31351282080181686
11,0.33432823757000363
12,0.3551436543381904
13,0.37595907110637716
14,0.39677448787456393
15,0.4271854605428142
16,0.47817680057921425
17,0.5291681406156142
18,0.5801594806520144
19,0.6311508206884143
20,0.6821421607248145
21,0.7331335007612146
22,0.7841248407976145
23,0.8351161808340146
24,0.8552195945898957
25,0.865805720136093
26,0.8763918456822904
27,0.8869779712284878
28,0.8975640967746851
29,0.9081502223208825
30,0.9187363478670799
31,0.9293224734132772
32,0.9399085989594745
33,0.950494724505672
34,0.9610808500518693
35,0.9716669755980667
36,0.982253101144264
37,0.9928392266904613
38,1.0
39,0.9823353630780866
40,0.9431142644925422
41,0.9038931659069978
42,0.8646720673214532
43,0.825450968735909
44,0.7862298701503647
45,0.7470087715648199
46,0.7077876729792756
47,0.668566574393731
48,0.6337984932223985
49,0.6121264168515115
50,0.5904543404806245
51,0.5687822641097372
52,0.5471101877388502
53,0.5254381113679633
54,0.503766034997076
55,0.482093958626189
56,0.460421882255302
57,0.4387498058844147
58,0.41881074671092555
59,0.4115907958969092
60,0.4043708450828929
61,0.39715089426887656
62,0.3899309434548603
63,0.3827109926408439
64,0.37549104182682763
65,0.3682710910128113
66,0.3610511401987949
67,0.35383118938477864
68,0.34769506893534746
69,0.34299955094058915
70,0.33830403294583095
71,0.3336085149510727
72,0.3289129969563144
73,0.32421747896155617
74,0.3195219609667979
75,0.31482644297203966
76,0.3101309249772814
77,0.30543540698252314
78,0.3007398889877649
79,0.29519251595041335
80,0.2895880543233365
81,0.28621136401968494
82,0.2828346737160334
83,0.2794579834123818
84,0.27608129310873025
85,0.27270460280507874
86,0.2693279125014272
87,0.2659512221977756
88,0.26257453189412405
89,0.25919784159047254
90,0.255821151286821
91,0.2524444609831694
92,0.24906777067951788
93,0.24526411952296737
94,0.24136409400067074
95,0.23746406847837412
96,0.23356404295607747
97,0.22966401743378084
98,0.22576399191148422
99,0.2218639663891876
100,0.21796394086689097
101,0.21406391534459424
102,0.2101638898222976
103,0.206263864300001
104,0.20236383877770436
105,0.1984638132554077
106,0.19512315950749462
107,0.1928306824075801
108,0.19053820530766563
109,0.18824572820775118
110,0.18595325110783673
111,0.18366077400792227
112,0.1814291613116917
113,0.1792117797904308
114,0.1769943982691699
115,0.17477701674790905
116,0.17255963522664816
117,0.1703422537053873
118,0.16812487218412642
119,0.1659074906628655
120,0.16369010914160462
121,0.16147272762034376
122,0.16012093033327365
123,0.15896173686794757
124,0.15780254340262148
125,0.15664334993729537
126,0.15548415647196928
127,0.1543249630066432
128,0.1531657695413171
129,0.15200657607599102
130,0.15084738261066494
131,0.14968818914533885
132,0.14852899568001274
133,0.14736980221468665
134,0.14581726784954704
135,0.1440849380341027
136,0.14235260821865833
137,0.14062027840321395
138,0.13888794858776957
139,0.1371556187723252
140,0.13542328895688083
141,0.13369095914143647
142,0.13195862932599212
143,0.1293190354360055
144,0.12662812570469859
145,0.1239372159733917
146,0.12124630624208484
147,0.11855539651077797
148,0.1158644867794711
149,0.11317357704816423
150,0.11048266731685731
151,0.10779175758555044
152,0.1052097882117494
153,0.10296127106266176
154,0.10071275391357414
155,0.0984642367644865
156,0.09621571961539882
157,0.0939672024663112
158,0.09171868531722356
159,0.08947016816813594
160,0.0872216510190483
161,0.08497313386996068
162,0.0835335051171187
163,0.0835335051171187
164,0.0835335051171187
165,0.0835335051171187
166,0.0835335051171187
167,0.0835335051171187
168,0.0835335051171187
169,0.0835335051171187
170,0.0835335051171187
171,0.0835335051171187
172,0.0835335051171187
173,0.0835335051171187
